island,species,sex,beak_height,upper_beak_length,nostril_upper_beak_length
Grd_EsHd,Geospiza fuliginosa,M,8.6,13.7,9.4
Grd_EsHd,Geospiza fuliginosa,M,7.3,11.4,8
Grd_EsHd,Geospiza fuliginosa,M,8.2,12,8.2
Grd_EsHd,Geospiza fuliginosa,M,8.6,12.7,9.7
Grd_EsHd,Geospiza fuliginosa,F,7.8,12.5,8.3
Grd_EsHd,Geospiza fuliginosa,F,7.8,12,8.2
Grd_EsHd,Geospiza fuliginosa,F,7.8,12.5,8.4
Grd_EsHd,Geospiza fuliginosa,F,7.5,11.9,7.8
Grd_EsHd,Geospiza fuliginosa,F,8.3,12.5,8.3
Grd_EsHd,Geospiza fuliginosa,F,8,12.5,8.5
Flor_Chrl,Geospiza fuliginosa,M,8.8,13,8.9
Flor_Chrl,Geospiza fuliginosa,M,8.5,12.7,8.7
Flor_Chrl,Geospiza fuliginosa,M,8.1,13.4,9
Flor_Chrl,Geospiza fuliginosa,M,7.6,13.3,9.1
Flor_Chrl,Geospiza fuliginosa,M,7.5,13.4,9.1
Flor_Chrl,Geospiza fuliginosa,M,8.4,12.5,8.5
Flor_Chrl,Geospiza fuliginosa,M,8.4,13,8.6
Flor_Chrl,Geospiza fuliginosa,M,7.8,12.2,8.6
Flor_Chrl,Geospiza fuliginosa,M,8.6,13,8.8
Flor_Chrl,Geospiza fuliginosa,M,8.8,12.6,8.3
Flor_Chrl,Geospiza fuliginosa,M,7.3,12.1,8.3
Flor_Chrl,Geospiza fuliginosa,M,8.4,13.1,9
Flor_Chrl,Geospiza fuliginosa,M,8.1,12.5,8.2
Flor_Chrl,Geospiza fuliginosa,M,8.4,12.7,8.4
Flor_Chrl,Geospiza fuliginosa,M,8.1,12.4,8.7
Flor_Chrl,Geospiza fuliginosa,M,8.1,12,8
Flor_Chrl,Geospiza fuliginosa,M,8.5,12.8,8.4
Flor_Chrl,Geospiza fuliginosa,M,8.2,11.9,7.9
Flor_Chrl,Geospiza fuliginosa,M,8.2,13.4,9
Flor_Chrl,Geospiza fuliginosa,M,8.9,13.8,9.4
Flor_Chrl,Geospiza fuliginosa,M,8,12.4,8.1
Flor_Chrl,Geospiza fuliginosa,M,8.9,14.2,9.4
Flor_Chrl,Geospiza fuliginosa,M,8.6,13.2,9
Flor_Chrl,Geospiza fuliginosa,M,8.2,13.4,9.4
Flor_Chrl,Geospiza fuliginosa,M,8.1,12.8,8.3
Flor_Chrl,Geospiza fuliginosa,M,8.8,13.1,8.6
Flor_Chrl,Geospiza fuliginosa,M,8.4,12.6,8.5
Flor_Chrl,Geospiza fuliginosa,M,8.4,12.4,8.2
Flor_Chrl,Geospiza fuliginosa,M,8.3,12,8.2
Flor_Chrl,Geospiza fuliginosa,M,8.1,12.9,8.6
Flor_Chrl,Geospiza fuliginosa,M,8.7,12.9,8.9
Flor_Chrl,Geospiza fuliginosa,M,7.4,13,9
Flor_Chrl,Geospiza fuliginosa,M,8.9,13.2,8.7
Flor_Chrl,Geospiza fuliginosa,M,8.1,11.4,7.8
Flor_Chrl,Geospiza fuliginosa,M,8,12.4,8.3
Flor_Chrl,Geospiza fuliginosa,M,8,12.9,9
Flor_Chrl,Geospiza fuliginosa,M,8.2,12.9,8.5
Flor_Chrl,Geospiza fuliginosa,M,9.1,13.1,9.1
Flor_Chrl,Geospiza fuliginosa,M,8.6,13.2,8.9
Flor_Chrl,Geospiza fuliginosa,M,8.5,13.4,9.2
Flor_Chrl,Geospiza fuliginosa,M,8.2,12.7,8.4
Flor_Chrl,Geospiza fuliginosa,M,8.1,12.6,8.1
Flor_Chrl,Geospiza fuliginosa,M,8.2,13.2,8.9
Flor_Chrl,Geospiza fuliginosa,M,7.9,11.8,7.7
Flor_Chrl,Geospiza fuliginosa,M,8.1,13,9.2
Flor_Chrl,Geospiza fuliginosa,M,8,12.2,8.5
Flor_Chrl,Geospiza fuliginosa,M,8,12.6,8.4
Flor_Chrl,Geospiza fuliginosa,M,7.6,12.3,8.6
Flor_Chrl,Geospiza fuliginosa,M,7.6,11.8,8.5
Flor_Chrl,Geospiza fuliginosa,M,8,12.4,8.4
Flor_Chrl,Geospiza fuliginosa,M,7.3,12.1,8.1
Flor_Chrl,Geospiza fuliginosa,M,7.7,12.4,8
Flor_Chrl,Geospiza fuliginosa,M,7.8,12.4,8.6
Flor_Chrl,Geospiza fuliginosa,M,8,12.7,8.7
Flor_Chrl,Geospiza fuliginosa,M,7.3,12.6,8.6
Flor_Chrl,Geospiza fuliginosa,M,7.8,13,9
Flor_Chrl,Geospiza fuliginosa,M,8,12.3,8.7
Flor_Chrl,Geospiza fuliginosa,M,8.1,12.6,9
Flor_Chrl,Geospiza fuliginosa,M,7.8,12.2,8
Flor_Chrl,Geospiza fuliginosa,M,8.5,13.4,9.1
Flor_Chrl,Geospiza fuliginosa,M,7.8,12.3,8.1
Flor_Chrl,Geospiza fuliginosa,M,8,12.5,8.7
Flor_Chrl,Geospiza fuliginosa,M,7.5,12.3,8.4
Flor_Chrl,Geospiza fuliginosa,M,7.8,12.8,8.9
Flor_Chrl,Geospiza fuliginosa,M,7.6,11.9,8.1
Flor_Chrl,Geospiza fuliginosa,M,7.6,12.3,8.1
Flor_Chrl,Geospiza fuliginosa,M,8.2,12.8,8.5
Flor_Chrl,Geospiza fuliginosa,M,8.3,13,9
Flor_Chrl,Geospiza fuliginosa,F,7.8,12.3,8.4
Flor_Chrl,Geospiza fuliginosa,F,7.8,12.2,8.6
Flor_Chrl,Geospiza fuliginosa,F,7.8,11.7,8.7
Flor_Chrl,Geospiza fuliginosa,F,8.1,11.8,8.4
Flor_Chrl,Geospiza fuliginosa,F,7.6,11.7,8.1
Flor_Chrl,Geospiza fuliginosa,F,7.2,12,8.4
Flor_Chrl,Geospiza fuliginosa,F,7.9,13,8.8
Flor_Chrl,Geospiza fuliginosa,F,8.2,11.9,8.2
Flor_Chrl,Geospiza fuliginosa,F,7.9,12.5,8.7
Flor_Chrl,Geospiza fuliginosa,F,7.4,12.2,8.1
Flor_Chrl,Geospiza fuliginosa,F,8.1,12.8,9
Flor_Chrl,Geospiza fuliginosa,F,8,12.5,8.3
Flor_Chrl,Geospiza fuliginosa,F,7.8,11.3,7.3
Flor_Chrl,Geospiza fuliginosa,F,7.4,12,8
Flor_Chrl,Geospiza fuliginosa,F,8.7,13.3,9.1
Flor_Chrl,Geospiza fuliginosa,F,7.8,12.7,8.7
Flor_Chrl,Geospiza fuliginosa,F,8.5,13.6,9.5
Flor_Chrl,Geospiza fuliginosa,F,8.2,12.5,8.7
Flor_Chrl,Geospiza fuliginosa,F,7.8,12,8.2
Flor_Chrl,Geospiza fuliginosa,F,7.6,12.7,9
Flor_Chrl,Geospiza fuliginosa,F,8.1,12.2,8.6
Flor_Chrl,Geospiza fuliginosa,F,7.6,12.6,8.4
Flor_Chrl,Geospiza fuliginosa,F,7.3,12.3,8.3
Flor_Chrl,Geospiza fuliginosa,F,8,11.7,7.7
Flor_Chrl,Geospiza fuliginosa,F,8,13,8.8
Flor_Chrl,Geospiza fuliginosa,F,7.7,12.5,8.5
Flor_Chrl,Geospiza fuliginosa,F,7.6,12.1,8
Flor_Chrl,Geospiza fuliginosa,F,8,13.7,9.2
Flor_Chrl,Geospiza fuliginosa,F,7.9,12.7,8.6
Flor_Chrl,Geospiza fuliginosa,F,8,11.5,7.9
Flor_Chrl,Geospiza fuliginosa,F,7.9,11.5,8
Flor_Chrl,Geospiza fuliginosa,F,7.7,12.5,8.1
Flor_Chrl,Geospiza fuliginosa,F,8.5,12.4,8.7
Flor_Chrl,Geospiza fuliginosa,F,8.1,11.8,8.1
Flor_Chrl,Geospiza fuliginosa,F,7.5,12.5,8.6
Flor_Chrl,Geospiza fuliginosa,F,8.3,12.6,8.4
Flor_Chrl,Geospiza fuliginosa,F,8.3,13,8.9
Flor_Chrl,Geospiza fuliginosa,F,7.8,12.3,8.4
Flor_Chrl,Geospiza fuliginosa,F,7.4,11.9,8.2
Flor_Chrl,Geospiza fuliginosa,F,7.4,11.1,7.6
Flor_Chrl,Geospiza fuliginosa,F,7.4,12.2,8.2
Flor_Chrl,Geospiza fuliginosa,F,8,12.2,8.4
Flor_Chrl,Geospiza fuliginosa,F,7.3,11,8.4
Flor_Chrl,Geospiza fuliginosa,F,7.7,12.9,9
Flor_Chrl,Geospiza fuliginosa,F,7.3,12.2,8
Flor_Chrl,Geospiza fuliginosa,F,7.8,12.1,8.4
Flor_Chrl,Geospiza fuliginosa,F,8,12.6,8.3
Flor_Chrl,Geospiza fuliginosa,F,8,12.2,8.3
Flor_Chrl,Geospiza fuliginosa,F,7.8,13,9.2
Flor_Chrl,Geospiza fuliginosa,F,7.7,12.6,8.9
Flor_Chrl,Geospiza fuliginosa,F,7.7,12.7,8.7
Flor_Chrl,Geospiza fuliginosa,F,7.7,12.8,8.2
Flor_Chrl,Geospiza fuliginosa,F,7.9,12,7.9
Flor_Chrl,Geospiza fuliginosa,F,7.4,11.1,7.2
Flor_Chrl,Geospiza fuliginosa,F,7.4,12.2,8.7
Flor_Chrl,Geospiza fuliginosa,F,7.9,13.1,9.1
Flor_Chrl,Geospiza fuliginosa,F,8.1,12.3,8.5
Flor_Chrl,Geospiza fuliginosa,F,8,12.4,8.7
Flor_Chrl,Geospiza fuliginosa,F,7.3,12.1,8
Flor_Chrl,Geospiza fuliginosa,F,7.8,12.5,8.1
Flor_Chrl,Geospiza fuliginosa,F,8,14.4,10.3
Flor_Chrl,Geospiza fuliginosa,F,8,12.4,8.4
Flor_Chrl,Geospiza fuliginosa,F,8.1,11.9,8.3
Flor_Chrl,Geospiza fuliginosa,F,8,11.9,8.2
Flor_Chrl,Geospiza fuliginosa,F,7.6,13.1,9.1
Endrb,Geospiza fuliginosa,M,8.4,12.2,8
Endrb,Geospiza fuliginosa,M,8.1,11.6,7.7
Endrb,Geospiza fuliginosa,M,8.5,12.2,8.5
Endrb,Geospiza fuliginosa,M,8.2,12.4,8.3
Endrb,Geospiza fuliginosa,M,8.3,13,9
Endrb,Geospiza fuliginosa,M,7.9,12.3,8.1
Endrb,Geospiza fuliginosa,F,8.2,12.6,8.6
Endrb,Geospiza fuliginosa,F,8,12.1,8.1
Endrb,Geospiza fuliginosa,F,9.1,12.3,8.3
Endrb,Geospiza fuliginosa,F,7.5,12,7.6
Grd_FlCh,Geospiza fuliginosa,M,8.7,13.3,9.1
Grd_FlCh,Geospiza fuliginosa,M,8.4,13.4,9.1
Grd_FlCh,Geospiza fuliginosa,M,8.8,13.8,9.8
Grd_FlCh,Geospiza fuliginosa,M,8.8,14.2,9.8
Grd_FlCh,Geospiza fuliginosa,M,9.1,12.7,8.2
Grd_FlCh,Geospiza fuliginosa,M,8.7,12.7,8.4
Grd_FlCh,Geospiza fuliginosa,M,8.1,12.9,8.5
Grd_FlCh,Geospiza fuliginosa,M,8.7,13.4,8.9
Grd_FlCh,Geospiza fuliginosa,M,7.9,13,8.9
Grd_FlCh,Geospiza fuliginosa,F,7.7,12.1,8.2
Cldw,Geospiza fuliginosa,M,8.2,13.6,9.2
Cldw,Geospiza fuliginosa,M,8.7,13.1,8.7
Cldw,Geospiza fuliginosa,M,8.4,13.3,8.9
Cldw,Geospiza fuliginosa,F,7.8,12.6,8.4
DMaj,Geospiza fuliginosa,M,9.1,13.1,9
DMaj,Geospiza fuliginosa,M,7.7,12,8.3
DMaj,Geospiza fuliginosa,F,7.6,12.1,8.2
LHrm_Crsm,Geospiza fuliginosa,M,8.4,12.5,8.6
LHrm_Crsm,Geospiza fuliginosa,M,8.3,12.5,8.4
LHrm_Crsm,Geospiza fuliginosa,F,8.5,12.4,8.1
Isa_Alb,Geospiza fuliginosa,M,7.9,12.4,7.9
Esp_Hd,Geospiza fuliginosa,M,10.2,13.4,8.8
Flor_Chrl,Geospiza fortis,M,10.1,14.8,10.1
Gnov_Twr,Geospiza difficilis,M,8,13.2,9.4
Gnov_Twr,Geospiza difficilis,M,7.3,13.6,9.9
Gnov_Twr,Geospiza difficilis,M,8,12.6,9.2
Gnov_Twr,Geospiza difficilis,M,8.2,13.7,10.2
Gnov_Twr,Geospiza difficilis,M,7.5,14,10.2
Gnov_Twr,Geospiza difficilis,M,8.3,13,8.9
Gnov_Twr,Geospiza difficilis,M,7.9,12.7,9.1
Gnov_Twr,Geospiza difficilis,M,8,13.8,9.5
Gnov_Twr,Geospiza difficilis,M,7.8,13.7,9.3
Gnov_Twr,Geospiza difficilis,M,7.8,13.9,9.6
Gnov_Twr,Geospiza difficilis,M,7.8,13.1,9.1
Gnov_Twr,Geospiza difficilis,M,8.2,13.4,10
Gnov_Twr,Geospiza difficilis,M,8.2,14.1,10.1
Gnov_Twr,Geospiza difficilis,M,7.8,13.4,9.1
Gnov_Twr,Geospiza difficilis,M,7.8,12.8,9
Gnov_Twr,Geospiza difficilis,M,8,13.2,9.2
Gnov_Twr,Geospiza difficilis,M,7.9,13.2,9.1
Gnov_Twr,Geospiza difficilis,M,8.5,13.9,9.6
Gnov_Twr,Geospiza difficilis,M,7.9,13.7,9.4
Gnov_Twr,Geospiza difficilis,M,8.2,13.3,9.2
Gnov_Twr,Geospiza difficilis,M,8.5,13.8,9.5
Gnov_Twr,Geospiza difficilis,M,8.5,13.3,9.7
Gnov_Twr,Geospiza difficilis,M,7.6,13.6,9.5
Gnov_Twr,Geospiza difficilis,M,7.3,12.8,9
Gnov_Twr,Geospiza difficilis,M,7.4,13.2,9.3
Gnov_Twr,Geospiza difficilis,M,8,13.9,9.6
Gnov_Twr,Geospiza difficilis,M,7.8,12.9,8.9
Gnov_Twr,Geospiza difficilis,M,7.9,13.5,9.5
Gnov_Twr,Geospiza difficilis,M,7.8,13.1,9.2
Gnov_Twr,Geospiza difficilis,M,7.2,13.1,9.2
Gnov_Twr,Geospiza difficilis,M,7.5,13.2,9.2
Gnov_Twr,Geospiza difficilis,M,7.9,13.5,9.4
Gnov_Twr,Geospiza difficilis,M,8,13.7,9.5
Gnov_Twr,Geospiza difficilis,M,8,13.8,9.4
Gnov_Twr,Geospiza difficilis,M,8.3,14.2,9.7
Gnov_Twr,Geospiza difficilis,M,8.1,13.6,9.7
Gnov_Twr,Geospiza difficilis,M,7.8,13,9.4
Gnov_Twr,Geospiza difficilis,M,8,12.9,8.9
Gnov_Twr,Geospiza difficilis,M,7.9,14,9.4
Gnov_Twr,Geospiza difficilis,M,8.1,13.9,9.7
Gnov_Twr,Geospiza difficilis,M,7.5,12.9,8.5
Gnov_Twr,Geospiza difficilis,M,8.3,13.4,9.8
Gnov_Twr,Geospiza difficilis,M,8,13.9,9.7
Gnov_Twr,Geospiza difficilis,F,7.8,13.2,9.4
Gnov_Twr,Geospiza difficilis,F,7.6,13.4,9.7
Gnov_Twr,Geospiza difficilis,F,7.5,12.4,8.5
Gnov_Twr,Geospiza difficilis,F,7.8,13.2,9.2
Gnov_Twr,Geospiza difficilis,F,7.9,14.1,10
Gnov_Twr,Geospiza difficilis,F,7.8,12.7,9.3
Gnov_Twr,Geospiza difficilis,F,7.4,13.2,9.2
Gnov_Twr,Geospiza difficilis,F,7.5,12.6,8.3
Gnov_Twr,Geospiza difficilis,F,7.1,13.1,9.1
Gnov_Twr,Geospiza difficilis,F,8.1,13,9.2
Gnov_Twr,Geospiza difficilis,F,7.3,12.9,9
Gnov_Twr,Geospiza difficilis,F,7.6,12.8,8.9
Gnov_Twr,Geospiza difficilis,F,8.1,12.3,8.3
Gnov_Twr,Geospiza difficilis,F,8,13.9,9.9
Gnov_Twr,Geospiza difficilis,F,7.8,12.8,8.4
Gnov_Twr,Geospiza difficilis,F,8.1,13.1,9
Gnov_Twr,Geospiza difficilis,F,8.1,13.6,9.4
Gnov_Twr,Geospiza difficilis,F,7.3,13.3,9.6
Gnov_Twr,Geospiza difficilis,F,7.6,13.5,9.4
Gnov_Twr,Geospiza difficilis,F,8.1,13.2,8.9
Pnt_Abng,Geospiza difficilis,M,8.5,13.9,9.5
Pnt_Abng,Geospiza difficilis,M,8,14.6,10.2
Pnt_Abng,Geospiza difficilis,M,8.7,14,9.6
Pnt_Abng,Geospiza difficilis,M,8.3,14.2,9.5
Pnt_Abng,Geospiza difficilis,M,8.9,14.6,9.9
Pnt_Abng,Geospiza difficilis,M,8.8,14.7,9.8
Pnt_Abng,Geospiza difficilis,M,8.7,14.5,9.6
Pnt_Abng,Geospiza difficilis,M,8.5,14.7,10
Pnt_Abng,Geospiza difficilis,M,8.5,14.1,9.4
Pnt_Abng,Geospiza difficilis,M,9,14.4,9.5
Pnt_Abng,Geospiza difficilis,M,8.4,14.6,9.9
Pnt_Abng,Geospiza difficilis,M,8.6,14.4,10.1
Pnt_Abng,Geospiza difficilis,M,8.2,13.3,9
Pnt_Abng,Geospiza difficilis,F,8.8,14.4,9.8
Pnt_Abng,Geospiza difficilis,F,8.5,14.5,10.1
Pnt_Abng,Geospiza difficilis,F,8.6,14.9,9.6
Pnt_Abng,Geospiza difficilis,F,8.6,13.8,9.4
Pnt_Abng,Geospiza difficilis,F,8.2,13.6,9.2
Pnt_Abng,Geospiza difficilis,F,9.4,14.4,10.1
Snti_Jams,Geospiza difficilis,M,9.5,15.5,10.8
Snti_Jams,Geospiza difficilis,M,10,15.1,10.1
Snti_Jams,Geospiza difficilis,M,9.5,15.4,10.7
Snti_Jams,Geospiza difficilis,M,9.1,15,10
Snti_Jams,Geospiza difficilis,M,9.6,15.5,10.3
Snti_Jams,Geospiza difficilis,M,9,14.5,9.8
Snti_Jams,Geospiza difficilis,M,9.8,16,11.3
Snti_Jams,Geospiza difficilis,M,9.5,15.5,10.3
Snti_Jams,Geospiza difficilis,M,9,15.3,10.1
Snti_Jams,Geospiza difficilis,M,9.3,15.1,10.1
Snti_Jams,Geospiza difficilis,M,9.5,15.6,10.5
Snti_Jams,Geospiza difficilis,M,9.8,15.5,10.1
Snti_Jams,Geospiza difficilis,M,9.2,15,10.1
Snti_Jams,Geospiza difficilis,M,9.5,15.8,10.4
Snti_Jams,Geospiza difficilis,M,8.5,14.5,9.8
Snti_Jams,Geospiza difficilis,M,9.7,15.3,10.1
Snti_Jams,Geospiza difficilis,M,9.9,15.7,10.6
Snti_Jams,Geospiza difficilis,M,9.4,15.3,10.1
Snti_Jams,Geospiza difficilis,M,9.2,15.4,10.2
Snti_Jams,Geospiza difficilis,M,10,14.9,10.2
Snti_Jams,Geospiza difficilis,M,9.1,15.2,10.1
Snti_Jams,Geospiza difficilis,M,10,16.2,11.4
Snti_Jams,Geospiza difficilis,M,9.3,15.9,10.9
Snti_Jams,Geospiza difficilis,M,9.6,15.2,9.6
Snti_Jams,Geospiza difficilis,M,9.1,15.1,9.9
Snti_Jams,Geospiza difficilis,M,9.3,16,10.3
Snti_Jams,Geospiza difficilis,M,8.9,15,10.1
Snti_Jams,Geospiza difficilis,M,9.3,14.8,9.5
Snti_Jams,Geospiza difficilis,M,9.4,15.1,10.1
Snti_Jams,Geospiza difficilis,M,9.4,15.7,10.4
Snti_Jams,Geospiza difficilis,M,9.5,15.2,10.3
Snti_Jams,Geospiza difficilis,M,8.9,15.3,10
Snti_Jams,Geospiza difficilis,M,9.4,16.3,10.6
Snti_Jams,Geospiza difficilis,M,9.2,15.3,10.1
Snti_Jams,Geospiza difficilis,M,8.9,15.2,10.2
Snti_Jams,Geospiza difficilis,M,9.3,16,10.4
Snti_Jams,Geospiza difficilis,M,9.3,16,10.1
Snti_Jams,Geospiza difficilis,M,8.2,16.1,11.5
Snti_Jams,Geospiza difficilis,F,9.1,15.5,10.1
Snti_Jams,Geospiza difficilis,F,9.3,14.9,9.7
Snti_Jams,Geospiza difficilis,F,9.8,15,9.6
Snti_Jams,Geospiza difficilis,F,9.1,15.5,10.2
Snti_Jams,Geospiza difficilis,F,9.1,14.8,10.2
Snti_Jams,Geospiza difficilis,F,9.3,14.4,9.5
Snti_Jams,Geospiza difficilis,F,9.1,15.1,10.7
Snti_Jams,Geospiza difficilis,F,9,15.5,10.5
Snti_Jams,Geospiza difficilis,F,9,14.3,9.6
Snti_Jams,Geospiza difficilis,F,9.3,14.4,9.5
Snti_Jams,Geospiza difficilis,F,9,15,10.3
Snti_Jams,Geospiza difficilis,F,9.8,14.6,9.6
Snti_Jams,Geospiza difficilis,F,8.9,14.6,10.1
Snti_Jams,Geospiza difficilis,F,9,14.8,10.1
Snti_Jams,Geospiza difficilis,F,9.3,14.9,9.6
Snti_Jams,Geospiza difficilis,F,8.8,14.7,9.8
Snti_Jams,Geospiza difficilis,F,8.8,15,9.9
Snti_Jams,Geospiza difficilis,F,8.7,15.2,10.1
Snti_Jams,Geospiza difficilis,F,8.8,15.3,10.5
Snti_Jams,Geospiza difficilis,F,9.1,15.3,9.9
Snti_Jams,Geospiza difficilis,F,9.7,16.2,11.4
SCru_Inde,Geospiza difficilis,M,8.8,14.3,9.2
SCru_Inde,Geospiza difficilis,M,8.2,14,9.1
SCru_Inde,Geospiza difficilis,M,8.8,14.8,10.2
SCru_Inde,Geospiza difficilis,M,8.6,14.8,10.1
SCru_Inde,Geospiza difficilis,M,8.7,14.2,9.5
SCru_Inde,Geospiza difficilis,M,8.4,15.2,9.9
SCru_Inde,Geospiza difficilis,M,8.4,14.6,9.7
SCru_Inde,Geospiza difficilis,M,8.8,14.2,9.7
SCru_Inde,Geospiza difficilis,M,9,14.6,9.6
SCru_Inde,Geospiza difficilis,M,8.4,14.4,9.3
SCru_Inde,Geospiza difficilis,M,9.7,15.1,10.1
SCru_Inde,Geospiza difficilis,M,8.3,14.8,9.9
SCru_Inde,Geospiza difficilis,M,8.4,14.2,9.4
SCru_Inde,Geospiza difficilis,M,8.8,13.9,9.3
SCru_Inde,Geospiza difficilis,M,8.7,14.7,9.8
SCru_Inde,Geospiza difficilis,M,8.4,14.8,9.8
SCru_Inde,Geospiza difficilis,M,8.2,14.2,9.5
SCru_Inde,Geospiza difficilis,M,8.6,14.4,9.5
SCru_Inde,Geospiza difficilis,M,8.6,14.4,9.5
SCru_Inde,Geospiza difficilis,M,8.3,14.3,9.4
SCru_Inde,Geospiza difficilis,M,8.8,14.9,9.4
SCru_Inde,Geospiza difficilis,M,8.9,15,9.5
SCru_Inde,Geospiza difficilis,M,9,14.3,9.7
SCru_Inde,Geospiza difficilis,M,8.7,14.4,9.2
SCru_Inde,Geospiza difficilis,M,9.2,15,9.8
SCru_Inde,Geospiza difficilis,M,9,15.1,10.2
SCru_Inde,Geospiza difficilis,M,8.5,14.1,9.3
SCru_Inde,Geospiza difficilis,M,8.6,14.4,9.7
SCru_Inde,Geospiza difficilis,M,8.6,14.2,9.2
SCru_Inde,Geospiza difficilis,F,8.9,13.9,9.2
SCru_Inde,Geospiza difficilis,F,8.1,14.3,10.1
SCru_Inde,Geospiza difficilis,F,8.7,15.5,9.9
SCru_Inde,Geospiza difficilis,F,8.2,13.8,9.3
SCru_Inde,Geospiza difficilis,F,8.6,13.5,9
SCru_Inde,Geospiza difficilis,F,8.5,14.1,9.4
SCru_Inde,Geospiza difficilis,F,8.9,14.4,9.4
SCru_Inde,Geospiza difficilis,F,8.8,14.1,9.3
SCru_Inde,Geospiza difficilis,F,8.5,13.7,9.3
SCru_Inde,Geospiza difficilis,F,8.8,15.1,10.7
SCru_Inde,Geospiza difficilis,M,8.2,15.2,10.8
SCris_Chat,Geospiza difficilis,U,7.8,14.7,10.7
Frn_Nrb,Geospiza difficilis,M,8,13.5,9.1
Frn_Nrb,Geospiza difficilis,M,8.1,13.4,9.2
Drwn_Clp,Geospiza difficilis,M,8.8,15.5,11.3
Drwn_Clp,Geospiza difficilis,M,8.7,15.1,10.5
Drwn_Clp,Geospiza difficilis,M,9,15.3,11
Drwn_Clp,Geospiza difficilis,M,9.3,15.3,11
Drwn_Clp,Geospiza difficilis,M,9.1,17.3,12.2
Drwn_Clp,Geospiza difficilis,M,9.1,16,11
Drwn_Clp,Geospiza difficilis,M,8.7,16.1,11.3
Drwn_Clp,Geospiza difficilis,M,9.3,16.7,11.8
Drwn_Clp,Geospiza difficilis,M,8.7,16.5,11.7
Drwn_Clp,Geospiza difficilis,M,9,16.5,11.3
Drwn_Clp,Geospiza difficilis,M,9.3,16.7,12.1
Drwn_Clp,Geospiza difficilis,M,8.8,16,10.9
Drwn_Clp,Geospiza difficilis,M,9.2,16.5,11.6
Drwn_Clp,Geospiza difficilis,M,8.6,16.4,12
Drwn_Clp,Geospiza difficilis,M,9.1,16.4,11
Drwn_Clp,Geospiza difficilis,M,8.9,16.3,11.3
Drwn_Clp,Geospiza difficilis,M,9.4,16.5,11.7
Drwn_Clp,Geospiza difficilis,M,9.5,16.7,11.9
Drwn_Clp,Geospiza difficilis,M,8.9,15.7,11
Drwn_Clp,Geospiza difficilis,M,8.8,16.2,11.2
Drwn_Clp,Geospiza difficilis,M,9.3,16.9,11.9
Drwn_Clp,Geospiza difficilis,M,9.1,16.2,11
Drwn_Clp,Geospiza difficilis,M,9,15.7,10.9
Drwn_Clp,Geospiza difficilis,M,8.6,15.4,10.9
Drwn_Clp,Geospiza difficilis,F,8.4,15.2,10.8
Drwn_Clp,Geospiza difficilis,F,8,16.1,10.8
Drwn_Clp,Geospiza difficilis,F,8.7,16.4,11.4
Wlf_Wnm,Geospiza difficilis,M,8.7,15.1,10.7
Wlf_Wnm,Geospiza difficilis,M,8.1,14.8,10.1
Wlf_Wnm,Geospiza difficilis,M,8.5,15.1,11.2
Wlf_Wnm,Geospiza difficilis,M,8.5,15.2,10.6
Wlf_Wnm,Geospiza difficilis,M,8.4,15.2,10.7
Wlf_Wnm,Geospiza difficilis,M,7.9,15.1,10.2
Wlf_Wnm,Geospiza difficilis,M,8.2,15.4,10.3
Wlf_Wnm,Geospiza difficilis,M,8.3,16,11.2
Wlf_Wnm,Geospiza difficilis,M,8.9,15.9,10.6
Wlf_Wnm,Geospiza difficilis,M,8.3,14.7,10.3
Wlf_Wnm,Geospiza difficilis,M,7.9,16,11.7
Wlf_Wnm,Geospiza difficilis,M,8.4,15.8,11.2
Wlf_Wnm,Geospiza difficilis,M,8.2,14.8,10
Wlf_Wnm,Geospiza difficilis,M,8.7,15.8,11.5
Wlf_Wnm,Geospiza difficilis,M,8.1,15.7,11.1
Wlf_Wnm,Geospiza difficilis,M,8.8,15.6,10.5
Wlf_Wnm,Geospiza difficilis,M,8.4,15.6,10.8
Wlf_Wnm,Geospiza difficilis,M,8.3,16.2,10.9
Wlf_Wnm,Geospiza difficilis,M,8.6,15.8,11.4
Wlf_Wnm,Geospiza difficilis,M,7.8,15.3,10.9
Wlf_Wnm,Geospiza difficilis,M,9.5,15.6,11
Wlf_Wnm,Geospiza difficilis,M,8.3,15,10.4
Wlf_Wnm,Geospiza difficilis,M,8.4,15.5,10.9
Wlf_Wnm,Geospiza difficilis,M,8.6,15.7,10.9
Wlf_Wnm,Geospiza difficilis,M,8.6,15.8,11.4
Wlf_Wnm,Geospiza difficilis,M,8.1,15.6,10.8
Wlf_Wnm,Geospiza difficilis,M,8.8,16.3,11.5
Wlf_Wnm,Geospiza difficilis,M,8.1,15.3,11
Wlf_Wnm,Geospiza difficilis,M,7.9,15.2,10.6
Wlf_Wnm,Geospiza difficilis,M,8.6,15.8,10.7
Wlf_Wnm,Geospiza difficilis,M,7.8,15.4,10.8
Wlf_Wnm,Geospiza difficilis,M,8.3,15,10.3
Wlf_Wnm,Geospiza difficilis,M,8.3,15.6,10.6
Wlf_Wnm,Geospiza difficilis,M,7.9,16.1,11
Wlf_Wnm,Geospiza difficilis,M,8.3,15.5,11
Wlf_Wnm,Geospiza difficilis,M,7.9,15,11
Wlf_Wnm,Geospiza difficilis,M,8.1,15,10.7
Wlf_Wnm,Geospiza difficilis,M,8.2,14.6,10.1
